tag,lyrics,id
pop,"Bring the House Down

As the night draws in
Let the game begin
It's a groove thing
Let your feet decide
Gonna catch a ride
Keep on movin'

So let's go away
The mood can't be that hard to reach
Tonight we'll just take a stand

And all you gotta do is
All you gotta do is

Bring the house down
Raise the roof and get on the floor
(House down, raise the roof, get on it)
Let's bring the house down
Really want to hear you shouting more, more, more
(Really want to hear some more.)
You can stay in bed with a sleepy head
Doing nothing
You can always try just to walk on by, it
It will pull you in

We're flying away
We fall into this fantasy
Where the groove will carry us on

And all we gotta do is
All we gotta do is

Bring the house down
Raise the roof and get on the floor
(House down, raise the roof, get on it)
Let's bring the house down
Really want to hear you shouting more, more, more
(Really want to hear some more.)

Everybody do your thing
Let's bring the house down
Everybody spread your wings
Let's bring the house down (down, down ,down)

So let's go away
The mood can't be that hard to reach
The night will just take a stand
And all you gotta do is
All you gotta do is

Bring the house down
Raise the roof and get on the floor
(House down, raise the roof, get on it)
Let's bring the house down
Really want to hear you shouting more, more, more
(Really want to hear some more.)

Let's Bring the house down!",780274
rap,"[Intro]
Yo listen, yeah
Look

[Verse 1]
Look, call me a spartan on tunes
In a war by myself, army of one
Anyone thinks they can done my dance, they get spun
Back with a track, now the prats get slewed
Get in my way, get blazed if I spray
Invisible so they can't track this dude
Bring better sounds when I land
Now the situation's fully out of my hands
Like my stuff got confiscated
Moving up, got flows that are fun to play with
Start writing every lyric that is complicated
But can I write lyrics that are complicated?
Stay focused, I'm concentrating
It's not a joke, so you think I'm pretending
Spoon-feed you with info that's mind-bending
It's a psychedelic effect
Still chatting anyway, got energy left
Now you're gonna shout SOS
Fill up your head with a bag of stress you pleb
No empty threats, ay
Try seek revenge like Chrollo Lucifer telling his crew to go wild
Meanwhile imma try improve my old style
Half crazy like Musiq Soulchild
[Chorus]
When I touch mic, just listen
When I jump on a tune, listen
When I run up on a beat, listen
If you care, then you better listen
Still gonna show what I'm about but there's
Certain heads that don't wanna listen
If you care, then you better listen
When I hit riddims

[Verse 2]
Jump on the song and talk just like this
If I sense snakes, I torture pythons
'Cause they think they're smart, tryna distort this tyrant
That's fine, bring the force with writing
Lemme come around, flows are demoralizing
Still at the bottom, this mortal's rising
Soon gonna be one of the flawless giants
That will draw for the potent lines quick
Hear me in the studio, vocal nice hits
When I was growing up, try to be open minded
But I digress, fools hope that I quit
They're the same guys reading quotes that's timeless
Now they claim they're woke and righteous
Have they been doing this ting since Wiley Ice Rink?
No, beats and rhymes I like this
Get best of both worlds like Miley Cyrus
Cool
[Chorus]
When I touch mic, just listen
When I jump on a tune, listen
When I run up on a beat, listen
If you care, then you better listen
Still gonna show what I'm about but there's
Certain heads that don't wanna listen
If you care, then you better listen
When I hit riddims

[Verse 3]
Yo
Produce the ambient setting
When I'm spitting calm, spin every prat that is sending
Alex Summers on mic so havoc is pending
For guys that attack like they're fencing
Wanna start acting defensive?
Cool, make a spectacular entrance
Get spun, push their wig back with a sentence
It's a wrap, so you know this battle is ending
That's what happens when you summon this creature
Some people move like they deal with kush like Shabnam
Get slumped after bunning a shisha
Wanna brag, but they're gonna run from the seeker
Hit 'em with a style, fully dump on a feature
Madness, make you listen like the song from Blue Ivy's mother
Got vision, so you can't blind this brother
I'm about, if I'm on a mic then suffer
[Chorus]
When I touch mic, just listen
When I jump on a tune, listen
When I run up on a beat, listen
If you care, then you better listen
Still gonna show what I'm about but there's
Certain heads that don't wanna listen
If you care, then you better listen
When I hit riddims
When I touch mic, just listen
When I jump on a tune, listen
When I run up on a beat, listen
If you care, then you better listen
Still gonna show what I'm about but there's
Certain heads that don't wanna listen
If you care, then you better listen
When I hit riddims

[Outro]
When I hit riddims
What, is that it yeah?
Aite cool, cool
Hold tight East Man yeah
Live",3689203
misc,"Every afternoon in Granada,
Every afternoon: a boy dead.
Every afternoon the water
Sits down to talk with friends.

The dead raise up their wings of moss.
The winds from the clear and the cloudy skies
Are two pheasants in flight through the towers,
And day a wounded little child.

Not a streak of a lark was left in the sky
When I found you in the grottoes of wine.
Not a crumb of a cloud was left in the ground
When you lay drowned by the riverside.

A giant of water fell on the hillside
and the valley was bounding with lilies and dogs.
With my hands' violet shadow, your body lay
Dead on the shore: an archangel of cold.",2811168
misc,"At the Hall Farm

        THE first autumnal afternoon sunshine of 1801—more than eighteen months after that parting of Adam and Arthur in the Hermitage—was on the yard at the Hall Farm; and the bull-dog was in one of his most excited moments, for it was that hour of the day when the cows were being driven into the yard for their afternoon milking. No wonder the patient beasts ran confusedly into the wrong places, for the alarming din of the bull-dog was mingled with more distant sounds which the timid feminine creatures, with pardonable superstition, imagined also to have some relation to their own movements—with the tremendous crack of the waggoner's whip, the roar of his voice, and the booming thunder of the waggon, as it left the rick-yard empty of its golden load.

        The milking of the cows was a sight Mrs. Poyser loved, and at this hour on mild days she was usually standing at the house door, with her knitting in her hands, in quiet contemplation, only heightened to a keener interest when the vicious yellow cow, who had once kicked over a pailful of precious milk, was about to undergo the preventive punishment of having her hinder-legs strapped.

        To-day, however, Mrs. Poyser gave but a divided attention to the arrival of the cows, for she was in eager discussion with Dinah, who was stitching Mr. Poyser's shirt-collars, and had borne patiently to have her thread broken three times by Totty pulling at her arm with a sudden insistence that she should look at ""Baby,"" that is, at a large wooden doll with no legs and a long skirt, whose bald head Totty, seated in her small chair at Dinah's side, was caressing and pressing to her fat cheek with much fervour. Totty is larger by more than two years' growth than when you first saw her, and she has on a black frock under her pinafore. Mrs. Poyser too has on a black gown, which seems to heighten the family likeness between her and Dinah. In other respects there is little outward change now discernible in our old friends, or in the pleasant house-place, bright with polished oak and pewter.

        ""I never saw the like to you, Dinah,"" Mrs. Poyser was saying, ""when you've once took anything into your head: there's no more moving you than the rooted tree. You may say what you like, but I don't believe that's religion; for what's the Sermon on the Mount about, as you're so fond o' reading to the boys, but doing what other folks 'ud have you do? But if it was anything unreasonable they wanted you to do, like taking your cloak off and giving it to 'em, or letting 'em slap you i' the face, I daresay you'd be ready enough. It's only when one 'ud have you do what's plain common sense and good for yourself, as you're obstinate th' other way.""

        ""Nay, dear Aunt,"" said Dinah, smiling slightly as she went on with her work, ""I'm sure your wish 'ud be a reason for me to do anything that I didn't feel it was wrong to do.""

        ""Wrong! You drive me past bearing. What is there wrong, I should like to know, i' staying along wi' your own friends, as are th' happier for having you with 'em an' are willing to provide for you, even if your work didn't more nor pay 'em for the bit o' sparrow's victual y' eat and the bit o' rag you put on? An' who is it, I should like to know, as you're bound t' help and comfort i' the world more nor your own flesh and blood—an' me th' only aunt you've got above-ground, an' am brought to the brink o' the grave welly every winter as comes, an' there's the child as sits beside you 'ull break her little heart when you go, an' the grandfather not been dead a twelvemonth, an' your uncle 'ull miss you so as never was—a-lighting his pipe an' waiting on him, an' now I can trust you wi' the butter, an' have had all the trouble o' teaching you, and there's all the sewing to be done, an' I must have a strange gell out o' Treddles'on to do it—an' all because you must go back to that bare heap o' stones as the very crows fly over an' won't stop at.""

        ""Dear Aunt Rachel,"" said Dinah, looking up in Mrs. Poyser's face, ""it's your kindness makes you say I'm useful to you. You don't really want me now, for Nancy and Molly are clever at their work, and you're in good health now, by the blessing of God, and my uncle is of a cheerful countenance again, and you have neighbours and friends not a few—some of them come to sit with my uncle almost daily. Indeed, you will not miss me; and at Snowfield there are brethren and sisters in great need, who have none of those comforts you have around you. I feel that I am called back to those amongst whom my lot was first cast. I feel drawn again towards the hills where I used to be blessed in carrying the word of life to the sinful and desolate.""

        ""You feel! Yes,"" said Mrs. Poyser, returning from a parenthetic glance at the cows, ""that's allays the reason I'm to sit down wi', when you've a mind to do anything contrairy. What do you want to be preaching for more than you're preaching now? Don't you go off, the Lord knows where, every Sunday a-preaching and praying? An' haven't you got Methodists enow at Treddles'on to go and look at, if church-folks's faces are too handsome to please you? An' isn't there them i' this parish as you've got under hand, and they're like enough to make friends wi' Old Harry again as soon as your back's turned? There's that Bessy Cranage—she'll be flaunting i' new finery three weeks after you're gone, I'll be bound. She'll no more go on in her new ways without you than a dog 'ull stand on its hind-legs when there's nobody looking. But I suppose it doesna matter so much about folks's souls i' this country, else you'd be for staying with your own aunt, for she's none so good but what you might help her to be better.""

        There was a certain something in Mrs. Poyser's voice just then, which she did not wish to be noticed, so she turned round hastily to look at the clock, and said: ""See there! It's tea-time; an' if Martin's i' the rick-yard, he'll like a cup. Here, Totty, my chicken, let mother put your bonnet on, and then you go out into the rick-yard and see if Father's there, and tell him he mustn't go away again without coming t' have a cup o' tea; and tell your brothers to come in too.""

        Totty trotted off in her flapping bonnet, while Mrs. Poyser set out the bright oak table and reached down the tea-cups.
        ""You talk o' them gells Nancy and Molly being clever i' their work,"" she began again; ""it's fine talking. They're all the same, clever or stupid—one can't trust 'em out o' one's sight a minute. They want somebody's eye on 'em constant if they're to be kept to their work. An' suppose I'm ill again this winter, as I was the winter before last? Who's to look after 'em then, if you're gone? An' there's that blessed child—something's sure t' happen to her—they'll let her tumble into the fire, or get at the kettle wi' the boiling lard in't, or some mischief as 'ull lame her for life; an' it'll be all your fault, Dinah.""

        ""Aunt,"" said Dinah, ""I promise to come back to you in the winter if you're ill. Don't think I will ever stay away from you if you're in real want of me. But, indeed, it is needful for my own soul that I should go away from this life of ease and luxury in which I have all things too richly to enjoy—at least that I should go away for a short space. No one can know but myself what are my inward needs, and the besetments I am most in danger from. Your wish for me to stay is not a call of duty which I refuse to hearken to because it is against my own desires; it is a temptation that I must resist, lest the love of the creature should become like a mist in my soul shutting out the heavenly light.""

        ""It passes my cunning to know what you mean by ease and luxury,"" said Mrs. Poyser, as she cut the bread and butter. ""It's true there's good victual enough about you, as nobody shall ever say I don't provide enough and to spare, but if there's ever a bit o' odds an' ends as nobody else 'ud eat, you're sure to pick it out...but look there! There's Adam Bede a-carrying the little un in. I wonder how it is he's come so early.""

        Mrs. Poyser hastened to the door for the pleasure of looking at her darling in a new position, with love in her eyes but reproof on her tongue.

        ""Oh for shame, Totty! Little gells o' five year old should be ashamed to be carried. Why, Adam, she'll break your arm, such a big gell as that; set her down—for shame!""

        ""Nay, nay,"" said Adam, ""I can lift her with my hand—I've no need to take my arm to it.""

        Totty, looking as serenely unconscious of remark as a fat white puppy, was set down at the door-place, and the mother enforced her reproof with a shower of kisses.

        ""You're surprised to see me at this hour o' the day,"" said Adam.

        ""Yes, but come in,"" said Mrs. Poyser, making way for him; ""there's no bad news, I hope?""

        ""No, nothing bad,"" Adam answered, as he went up to Dinah and put out his hand to her. She had laid down her work and stood up, instinctively, as he approached her. A faint blush died away from her pale cheek as she put her hand in his and looked up at him timidly.

        ""It's an errand to you brought me, Dinah,"" said Adam, apparently unconscious that he was holding her hand all the while; ""mother's a bit ailing, and she's set her heart on your coming to stay the night with her, if you'll be so kind. I told her I'd call and ask you as I came from the village. She overworks herself, and I can't persuade her to have a little girl t' help her. I don't know what's to be done.""

        Adam released Dinah's hand as he ceased speaking, and was expecting an answer, but before she had opened her lips Mrs. Poyser said, ""Look there now! I told you there was folks enow t' help i' this parish, wi'out going further off. There's Mrs. Bede getting as old and cas'alty as can be, and she won't let anybody but you go a-nigh her hardly. The folks at Snowfield have learnt by this time to do better wi'out you nor she can.""

        ""I'll put my bonnet on and set off directly, if you don't want anything done first, Aunt,"" said Dinah, folding up her work.
        ""Yes, I do want something done. I want you t' have your tea, child; it's all ready—and you'll have a cup, Adam, if y' arena in too big a hurry.""

        ""Yes, I'll have a cup, please; and then I'll walk with Dinah. I'm going straight home, for I've got a lot o' timber valuations to write out.""

        ""Why, Adam, lad, are you here?"" said Mr. Poyser, entering warm and coatless, with the two black-eyed boys behind him, still looking as much like him as two small elephants are like a large one. ""How is it we've got sight o' you so long before foddering-time?""

        ""I came on an errand for Mother,"" said Adam. ""She's got a touch of her old complaint, and she wants Dinah to go and stay with her a bit.""

        ""Well, we'll spare her for your mother a little while,"" said Mr. Poyser. ""But we wonna spare her for anybody else, on'y her husband.""

        ""Husband!"" said Marty, who was at the most prosaic and literal period of the boyish mind. ""Why, Dinah hasn't got a husband.""

        ""Spare her?"" said Mrs. Poyser, placing a seed-cake on the table and then seating herself to pour out the tea. ""But we must spare her, it seems, and not for a husband neither, but for her own megrims. Tommy, what are you doing to your little sister's doll? Making the child naughty, when she'd be good if you'd let her. You shanna have a morsel o' cake if you behave so.""

        Tommy, with true brotherly sympathy, was amusing himself by turning Dolly's skirt over her bald head and exhibiting her truncated body to the general scorn—an indignity which cut Totty to the heart.

        ""What do you think Dinah's been a-telling me since dinner-time?"" Mrs. Poyser continued, looking at her husband.

        ""Eh! I'm a poor un at guessing,"" said Mr. Poyser.

        ""Why, she means to go back to Snowfield again, and work i' the mill, and starve herself, as she used to do, like a creatur as has got no friends.""

        Mr. Poyser did not readily find words to express his unpleasant astonishment; he only looked from his wife to Dinah, who had now seated herself beside Totty, as a bulwark against brotherly playfulness, and was busying herself with the children's tea. If he had been given to making general reflections, it would have occurred to him that there was certainly a change come over Dinah, for she never used to change colour; but, as it was, he merely observed that her face was flushed at that moment. Mr. Poyser thought she looked the prettier for it: it was a flush no deeper than the petal of a monthly rose. Perhaps it came because her uncle was looking at her so fixedly; but there is no knowing, for just then Adam was saying, with quiet surprise, ""Why, I hoped Dinah was settled among us for life. I thought she'd given up the notion o' going back to her old country.""

        ""Thought! Yes,"" said Mrs. Poyser, ""and so would anybody else ha' thought, as had got their right end up'ards. But I suppose you must be a Methodist to know what a Methodist 'ull do. It's ill guessing what the bats are flying after.""
        ""Why, what have we done to you. Dinah, as you must go away from us?"" said Mr. Poyser, still pausing over his tea-cup. ""It's like breaking your word, welly, for your aunt never had no thought but you'd make this your home.""

        ""Nay, Uncle,"" said Dinah, trying to be quite calm. ""When I first came, I said it was only for a time, as long as I could be of any comfort to my aunt.""

        ""Well, an' who said you'd ever left off being a comfort to me?"" said Mrs. Poyser. ""If you didna mean to stay wi' me, you'd better never ha' come. Them as ha' never had a cushion don't miss it.""

        ""Nay, nay,"" said Mr. Poyser, who objected to exaggerated views. ""Thee mustna say so; we should ha' been ill off wi'out her, Lady day was a twelvemont'. We mun be thankful for that, whether she stays or no. But I canna think what she mun leave a good home for, to go back int' a country where the land, most on't, isna worth ten shillings an acre, rent and profits.""

        ""Why, that's just the reason she wants to go, as fur as she can give a reason,"" said Mrs. Poyser. ""She says this country's too comfortable, an' there's too much t' eat, an' folks arena miserable enough. And she's going next week. I canna turn her, say what I will. It's allays the way wi' them meek-faced people; you may's well pelt a bag o' feathers as talk to 'em. But I say it isna religion, to be so obstinate—is it now, Adam?""

        Adam saw that Dinah was more disturbed than he had ever seen her by any matter relating to herself, and, anxious to relieve her, if possible, he said, looking at her affectionately, ""Nay, I can't find fault with anything Dinah does. I believe her thoughts are better than our guesses, let 'em be what they may. I should ha' been thankful for her to stay among us, but if she thinks well to go, I wouldn't cross her, or make it hard to her by objecting. We owe her something different to that.""

        As it often happens, the words intended to relieve her were just too much for Dinah's susceptible feelings at this moment. The tears came into the grey eyes too fast to be hidden and she got up hurriedly, meaning it to be understood that she was going to put on her bonnet.

        ""Mother, what's Dinah crying for?"" said Totty. ""She isn't a naughty dell.""

        ""Thee'st gone a bit too fur,"" said Mr. Poyser. ""We've no right t' interfere with her doing as she likes. An' thee'dst be as angry as could be wi' me, if I said a word against anything she did.""

        ""Because you'd very like be finding fault wi'out reason,"" said Mrs. Poyser. ""But there's reason i' what I say, else I shouldna say it. It's easy talking for them as can't love her so well as her own aunt does. An' me got so used to her! I shall feel as uneasy as a new sheared sheep when she's gone from me. An' to think of her leaving a parish where she's so looked on. There's Mr. Irwine makes as much of her as if she was a lady, for all her being a Methodist, an' wi' that maggot o' preaching in her head—God forgi'e me if I'm i' the wrong to call it so.""

        ""Aye,"" said Mr. Poyser, looking jocose; ""but thee dostna tell Adam what he said to thee about it one day. The missis was saying, Adam, as the preaching was the only fault to be found wi' Dinah, and Mr. Irwine says, 'But you mustn't find fault with her for that, Mrs. Poyser; you forget she's got no husband to preach to. I'll answer for it, you give Poyser many a good sermon.' The parson had thee there,"" Mr. Poyser added, laughing unctuously. ""I told Bartle Massey on it, an' he laughed too.""

        ""Yes, it's a small joke sets men laughing when they sit a-staring at one another with a pipe i' their mouths,"" said Mrs. Poyser. ""Give Bartle Massey his way and he'd have all the sharpness to himself. If the chaff-cutter had the making of us, we should all be straw, I reckon. Totty, my chicken, go upstairs to cousin Dinah, and see what she's doing, and give her a pretty kiss.""

        This errand was devised for Totty as a means of checking certain threatening symptoms about the corners of the mouth; for Tommy, no longer expectant of cake, was lifting up his eyelids with his forefingers and turning his eyeballs towards Totty in a way that she felt to be disagreeably personal.

        ""You're rare and busy now—eh, Adam?"" said Mr. Poyser. ""Burge's getting so bad wi' his asthmy, it's well if he'll ever do much riding about again.""

        ""Yes, we've got a pretty bit o' building on hand now,"" said Adam, ""what with the repairs on th' estate, and the new houses at Treddles'on.""

        ""I'll bet a penny that new house Burge is building on his own bit o' land is for him and Mary to go to,"" said Mr. Poyser. ""He'll be for laying by business soon, I'll warrant, and be wanting you to take to it all and pay him so much by th' 'ear. We shall see you living on th' hill before another twelvemont's over.""

        ""Well,"" said Adam, ""I should like t' have the business in my own hands. It isn't as I mind much about getting any more money. We've enough and to spare now, with only our two selves and mother; but I should like t' have my own way about things—I could try plans then, as I can't do now.""

        ""You get on pretty well wi' the new steward, I reckon?"" said Mr. Poyser.

        ""Yes, yes; he's a sensible man enough; understands farming—he's carrying on the draining, and all that, capital. You must go some day towards the Stonyshire side and see what alterations they're making. But he's got no notion about buildings. You can so seldom get hold of a man as can turn his brains to more nor one thing; it's just as if they wore blinkers like th' horses and could see nothing o' one side of 'em. Now, there's Mr. Irwine has got notions o' building more nor most architects; for as for th' architects, they set up to be fine fellows, but the most of 'em don't know where to set a chimney so as it shan't be quarrelling with a door. My notion is, a practical builder that's got a bit o' taste makes the best architect for common things; and I've ten times the pleasure i' seeing after the work when I've made the plan myself.""

        Mr. Poyser listened with an admiring interest to Adam's discourse on building, but perhaps it suggested to him that the building of his corn-rick had been proceeding a little too long without the control of the master's eye, for when Adam had done speaking, he got up and said, ""Well, lad, I'll bid you good-bye now, for I'm off to the rick-yard again.""

        Adam rose too, for he saw Dinah entering, with her bonnet on and a little basket in her hand, preceded by Totty.

        ""You're ready, I see, Dinah,"" Adam said; ""so we'll set off, for the sooner I'm at home the better.""

        ""Mother,"" said Totty, with her treble pipe, ""Dinah was saying her prayers and crying ever so.""

        ""Hush, hush,"" said the mother, ""little gells mustn't chatter.""

        Whereupon the father, shaking with silent laughter, set Totty on the white deal table and desired her to kiss him. Mr. and Mrs. Poyser, you perceive, had no correct principles of education.

        ""Come back to-morrow if Mrs. Bede doesn't want you, Dinah,"" said Mrs. Poyser: ""but you can stay, you know, if she's ill.""

        So, when the good-byes had been said, Dinah and Adam left the Hall Farm together.",160967
pop,"[Verse 1]
Roses and butterflies, they pass by
Memories of time, all in my mind, hold

[Pre-Chorus]
Hold on 'til I turn blue
'Til the day that I see you
Runnin' round when skies were blue
Sunny days got me dreamin' too

[Chorus]
With the daze, with the daze, with the daisies
Dreamin', dreamin'
In your base, base, basement dreaming
Dreamin', dreamin'
In a haze, in a haze, in a haze
Dreamin', dreamin'
With my babe, with my babe, with my baby
Dreamin', dreamin'

[Verse 2]
And roses and butterflies sippin' my wine
My favorite time
Memories of time
And roses sweet lullabies by the poolside
Memories of time
[Pre-Chorus]
Hold on 'til I turn blue
'Til the day that I see you
Runnin' round when skies were blue
Sunny days got me dreamin' too

[Chorus]
With the daze, with the daze, with the daisies
Dreamin', dreamin'
In your base, in your base, in your basement
Dreamin', dreamin'
In a haze, in a haze, in a haze
Dreamin', dreamin'
With my babe, with my babe, with my baby
Dreamin', dreamin'

[Outro]
With the daze, with the daze, with the daisies
Dreamin', dreamin'
In your base, in your base, in your basement
Dreamin', dreamin'
In a haze, in a haze, in a haze
Dreamin', dreamin'
With my babe, with my babe, with my baby
Dreamin', dreamin'",3769411
rap,"Chorus:

Doobie in my hand ,doobie
I'm just re-relaxin ' oh
Doobie in my hand ,doobie
Bitches be-be trippy nigga ,Oh


Verse 1

I puff one for my niggas trees stay roll
I puff one for my bitches trees stay roll
A nigga so clean ,young nigga so clean
Igloo to the maxi ,bad bitches wanna come chill will me
On stand , young nigga on stand ,on the move I go hmm , don't trynna creep around me
And i never sell my soul for this music shit ,and i stay real even if i get alot of fame

Chorus:

Doobie in my hand ,doobie
I'm just re-relaxin ' oh
Doobie in my hand ,doobie
Bitches be-be trippy nigga ,Oh

Verse 2

I be rollin up,I be talking shit ,I be dressing up , I be fresh as a bitch
Im trynna make thousands ,you trynna make nothing
My boy flory told me he just got that barber shop and
Trynna pull up in a hhhmmmmmm.....black porshe
Nigga get me an haircut ,how can they affect me ?
Real nigga,im monalisa ,expression .Im so elusive
I need a bad bitch hmm or steffy fogain
No offensing ,im just saying how i m feeling baby",2293366
country,"[Verse 1]
I wanna be an anchor but I feel like the wind
Always strong when unneeded but deceptively thin
And if I am the wind, then you are the sails
Directing me and helping me when all my strength fails

[Chorus]
So we’ll set out together and battle the storm
With the love in our hearts to keep ourselves warm
And we’ll all brave the weather, no matter the tides
Cuz I’ll always be your anchor if you stay by my side

[Verse 2]
I wanna be a rock but I feel like a cloud
With my feet in the air when they should be on the ground
And if I am a cloud, then you are the sun
Shining light on the darkness, even when the day is done

[Chorus]
So we’ll set out together and battle the storm
With the love in our hearts to keep ourselves warm
And we’ll all brave the weather, no matter the tides
Cuz I’ll always be your anchor if you stay by my side
[Verse 3]
And I wanna make you better but I know that I can’t
So I’ll sit here and remind you that I’ll always be your friend
And if the waves get too rough, you can call out my name
And I’ll tell you that I love you and give you shelter from the rain

[Chorus]
So we’ll set out together and battle the storm
With the love in our hearts to keep ourselves warm
And we’ll all brave the weather, no matter the tides
Cuz I’ll always be your anchor if you stay by my side",3041687
rap,"[Intro]
Yeah, I like that
Yeah Do-do you really love me?
Do-do you really love me?
Do-do you really love me? Oh-oh-oh-oh

[Chorus]
Yeah baby do you really trust me? (Do you?) do you really love me? (Do you?)
Do you really want me? (Do you?)
I don’t even know what I want anymore
I just wanna be alone right now, (uh-Huh)
I been in my own zone
I just wanna be alone, please don’t you lose the tone on the phone yeah (I been in my room Tryna figure shit out, i can’t do this anymore baby)

[Verse]
I been tryna do my own thing, every single day I get told you ain’t shit, (Yеs sir)
I ain’t really give a fuck what you gotta say to me, (No sir) I promisе you ima make a hit one day, (Uh-huh)
Yeah I could be the best
(I could be the best)
I ain’t get no rest, (I ain’t get no rest)
Puttin’ up a test? (Yeah put a test)
Yeah I’ma ace that shit, I’ma ace that shit cause I don’t give a fuck what you gotta say to me, yeah the time goes fast it don’t really ever last, (Yeah, yeah) I don’t get it why the past had to be such a fuckin’ blast
(yeah, yeah) yeah I remember those good times I was walkin’ around with you, you help me go threw the pain everyone was lookin’ at me, they didn’t give a single shit yeah
[Chorus]
Yeah baby do you really trust me? (My baby) do you really love me?
Do you really want me? (My baby)
I don’t even know what I want anymore, I just wanna be alone right now
I been in my own zone
I just wanna be alone, please don’t you lose the tone on the phone yeah

[Verse 2]
Yeah a legend once said “it’s okay to not be okay”, yeah, I been playin’ too many games in my fuckin’ room yeah
I be in my room so uptight
Yeah, is this even really right?
Yeah, I don’t even know whats right, damn, ima just keep it tight, I miss you
Yeah the depression taught me a fuckin’ lesson, so now I’m stressin’ oh-oh-oh-oh

[Outro]
(Knock, knock, knock, knock)
Hey can Sofya come outside?
Alright thank you
Oh hey Sofya let’s go for a walk kiddo... Ahaha, I miss you...and uh i need you, peace",6815775
rap,"[Verse 1: Sorrow]
As I look outside
I see the shining sun but it's not bright
The sky feels so overcast so gray
But I know it's better this way
Take away the pain
Who am I to always cause dismay?
When I've lost myself
I search for you and all that you can do
I can't look to see your tears fall
Knowing it's only from my wrongs
I don't know what I am here for
But I promise that I am yours

[Verse 2: guccihighwaters]
You know my life is so worthless
Show me where the worth is
So I can have a purpose
I never leave my house
I hate human nature
Let's just lay up on the couch
And we can dream we can dream so far
There's no fuckin' limit past the moon and the stars
But there's a limit to this life and I know that
I'll never go back she'll always hold that
Against me, prevent me
From falling again I fuckin' beg please
You weren't here before the start
You didn't help me get this far
Now I'm getting it don't expect from me
I been alone now you want something
You weren't here before the start
You didn't help me get this far
[Outro: Sorrow & guccihighwaters]
I can't look to see your tears fall
Knowing it's only from my wrongs
I don't know what I am here for
But I promise that I am yours",3271003
pop,"Got a call from an old friend, we used to be real close
Said he couldn't go on the American way
Closed the shop, sold the house, bought a ticket to the west coast
Now he gives them a stand-up routine in L.A

I don't need you to worry for me 'cause I'm alright
I don't want you to tell me it's time to come home
I don't care what you say anymore, this is my life
Go ahead with your own life, leave me alone

I never said you had to offer me a second chance
I never said I was a victim of circumstance

I still belong
Don't get me wrong
You can speak your mind
But not on my time

They will tell you you can't sleep alone in a strange place
Then they'll tell you you can't sleep with somebody else
Ah, but sooner or later, you sleep in your own space
Either way, it's okay, you wake up with yourself
I don't need you to worry for me 'cause I'm alright
I don't want you to tell me it's time to come home
I don't care what you say anymore, this is my life
Go ahead with your own life, leave me alone

Leave me alone, leave me alone",7154151
pop,"This one was born on a rainy night
With the intention to save the world
Clear in his blood and sight
He's the one who brought us the faith
When we're all gone, you're on your own
With our thoughts you'll stand alone
Use wisely the things you've learned
Don't let 'em go to waste, don't let 'em burn out
Killed are the ones you loved
The silence won't let them say a word
Life slowly fades away
Leaving you everything that's left behind
That makes you the Carrier
The Carrier of the Remains
All beliefs and experience
You'll pass away when your time comes
One day you'll be gone - he'll be on his own
With his thoughts he'll stand alone
That makes him the Carrier
The Carrier of the Remains",1096920
pop,"Day after day
Alone on the hill
The man with the foolish grin is keeping perfectly still
But nobody wants to know him
They can see that he's just a fool
And he never gives an answer
But the fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning 'round
Well on his way head in a cloud
The man of a thousand voices is talking perfectly loud
But nobody ever hears him
Or the sound he appears to make
And he never seems to notice
But the fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning 'round
And nobody seems to like him
They can tell what he wants to do
And he never shows his feelings
But the fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning 'round
Woah ooh
Round and round and round
He never listens to them
He knows that they're the fool
They don't like him
The fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning 'round",1598381
rock,"Hey yeah, singing in American accents
Hey yeah, singing in America

God damn your hi-fidelity
God damn your hi-fidelity
God damn your hi-fidelity
God damn your hey! hey!

Hey yeah, singing in American accents
Hey yeah, singing in America

God damn your hi-fidelity
God damn your hi-fidelity
God damn your hi-fidelity
God damn your hey! hey!

Hey yeah, singing in American accents
Hey yeah, singing in America

Oh come on
God damn your hi-fidelity
God damn your hi-fidelity
God damn your hi-fidelity
God damn your hey! hey! hey! hey!

Hey yeah, singing in American accents
Hey yeah, singing in America
Hey yeah, singing in American accents
Hey yeah, singing in America

Hey! Hey! Hey! Hey! USA!
Hey! Hey! Hey! Hey! USA!
Hey! Hey! Hey! Hey! USA!
Hey! Hey! Hey! Hey! USA!",3334139
rock,"From upon the hill I can see
The lights of town
Through the trees
And there is wind

There is only wind
Do I disdain them?
That ""Land of Dreams""?
From up here you can see them living
On the way home, through the trees
I have climbed the hill at twilight
To find the source of the wind

From upon the hill I can see
The lights of town
That ""Land of Dreams""
Through the trees
There is only wind

That ‘Land of Dreams’ blows in the wind
That ‘Land of Dreams’ blows in the wind
That ‘Land of Dreams’ blows in the wind
That ‘Land of Dreams’ blows in the wind
From upon the hill...",691297
